name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;287;0;565;3075;996;3075;996;0
header;176;167;176;223;1783;223;1783;167
A;631;140;631;140;633;140;633;140
A;655;142;655;142;655;142;655;142
A;953;241;953;268;976;268;976;241
A;935;756;935;763;941;763;941;756
B;959;911;959;938;979;938;979;911
A;969;995;969;997;972;997;972;995
A;413;1244;413;1244;413;1244;413;1244
A;981;1305;981;1305;986;1305;986;1305
C;957;1580;957;1612;980;1612;980;1580
A;505;1710;505;1735;519;1735;519;1710
A;682;2024;682;2024;684;2024;684;2024
D;960;2246;960;2273;981;2273;981;2246
A;855;2772;855;2772;855;2772;855;2772
